baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	EhMyb10_1	EhMyb10_2	pEhEx_1	pEhEx_2	EhMyb10_1.1	EhMyb10_2.1	pEhEx_1.1	pEhEx_2.1	Certeza	DE
EHI_123020A	13.153525673046	7.28550221621579	1.70860871046567	4.26399688330641	2.00802245566551e-05	0.00401779101781421	18	32	0	0	19.103661428968	33.5104412632162	0	0	99.6	DOWN_pEhEx_UP_EhMyb10
EHI_006770A	14.0130211205219	7.37620105096049	1.73860788198805	4.24259036633723	2.20954524527838e-05	0.0042368030078213	39	14	0	0	41.3912664294306	14.6608180526571	0	0	99.58	DOWN_pEhEx_UP_EhMyb10
EHI_143440A	171.492236944199	-2.23015330843322	0.530348410268661	-4.20507210967877	2.60998929858646e-05	0.00480446830083795	70	44	291	304	74.2920166682088	46.0768567369223	207.912824748655	357.687249623008	99.52	UP_pEhEx_DOWN_EhMyb10
EHI_010030A	424.888298167812	-2.27685463045756	0.547277803999727	-4.16032701092093	3.17792246153142e-05	0.00562492275691061	184	91	704	770	195.281872385006	95.2953173422711	502.991850938326	905.984152005646	99.44	UP_pEhEx_DOWN_EhMyb10
EHI_098470A	2367.94763135331	-14.5756650444923	3.51433068590607	-4.1474938892196	3.36134438637783e-05	0.00572922476522621	0	0	486	7755	0	0	347.235851642083	9124.55467377114	99.43	UP_pEhEx_DOWN_EhMyb10
EHI_165810.mRNA	919.584143214656	1.91229650581692	0.464409297560369	4.117696428264	3.82678320310949e-05	0.0062895915359678	1022	1740	627	275	1084.66344335585	1822.13024368738	447.977117241947	323.565768573445	99.37	DOWN_pEhEx_UP_EhMyb10
EHI_040310A	902.222496763928	-1.60357314292473	0.392800081348773	-4.08241550617423	4.45700185381815e-05	0.00683704084375704	380	468	1757	1241	403.299519055991	490.090203474537	1255.33619616284	1460.16406836235	99.32	UP_pEhEx_DOWN_EhMyb10
EHI_181610A	244.390491533523	1.99705829502192	0.488909687750353	4.08471819041079	4.41303421090172e-05	0.00683704084375704	262	481	139	82	278.064405243867	503.703820237719	99.3123114778798	96.4814291746272	99.32	DOWN_pEhEx_UP_EhMyb10
EHI_144610A	1081.3178131617	-1.98363828661378	0.487298398948854	-4.07068500715918	4.6875096912562e-05	0.00695868374166485	471	356	1654	1930	499.879140724662	372.803659053281	1181.74505888067	2270.84339398818	99.3	UP_pEhEx_DOWN_EhMyb10
EHI_134810A	617.607157727854	-1.83539193665469	0.454059332128373	-4.04218525374517	5.29553683289101e-05	0.00761564390780139	316	196	1181	923	335.375389530771	205.251452737199	843.797409031482	1086.00437961196	99.24	UP_pEhEx_DOWN_EhMyb10
EHI_018630A	11.5580255787097	7.09909668199574	1.77883734147432	3.99086331081399	6.58332165619763e-05	0.00918074129146106	11	33	0	0	11.6744597621471	34.5576425526917	0	0	99.08	DOWN_pEhEx_UP_EhMyb10
EHI_062500A	84.4245959056126	-2.0836984877819	0.524582802512913	-3.97210598174463	7.12400100179377e-05	0.00964254488536909	32	29	157	137	33.9620647626097	30.3688373947897	112.172898575735	161.194582889316	99.04	UP_pEhEx_DOWN_EhMyb10
EHI_126980A	53.5100902143364	-3.19012232167325	0.809700540338141	-3.93987920563943	8.15226468311464e-05	0.0107190634490553	6	14	61	127	6.36788714298932	14.6608180526571	43.5831007205084	149.428554941191	98.93	UP_pEhEx_DOWN_EhMyb10
EHI_020080A	583.387863025819	-1.60414361914681	0.408111024473289	-3.9306549515959	8.47147759128365e-05	0.0108293721875243	250	298	1073	841	265.328630957889	312.065984263701	766.633886444353	989.522950437335	98.92	UP_pEhEx_DOWN_EhMyb10
EHI_103400A	27.1279039775371	3.34300365090762	0.858020751725068	3.89618041776547	9.77216055387059e-05	0.0121544548294358	26	68	7	4	27.5941776196204	71.2096876843345	5.00133942694359	4.70641117925011	98.78	DOWN_pEhEx_UP_EhMyb10
EHI_118270A	24901.6936660617	-2.70638213436956	0.699619604374428	-3.86836234640609	0.0001095687624476	0.0132693538101014	8972	3544	25137	58145	9522.1139078167	3711.2813699012	17959.8098821544	68413.5695043744	98.67	UP_pEhEx_DOWN_EhMyb10
EHI_112800A	142.721204424998	-1.79476097730615	0.478765334006041	-3.74872792540886	0.000177733769186071	0.0206893041412537	58	63	250	225	61.5562423822301	65.9736812369569	178.619265247985	264.735628832819	97.93	UP_pEhEx_DOWN_EhMyb10
EHI_178640A	8.70644850136416	6.6897936495852	1.78595121746812	3.74578744601384	0.000179828806095208	0.0206893041412537	19	14	0	0	20.1649759527995	14.6608180526571	0	0	97.93	DOWN_pEhEx_UP_EhMyb10
EHI_028990A	320.216021280913	-2.38950282937045	0.642036208807784	-3.721757116795	0.000197841276057369	0.0222064768881954	141	53	450	641	149.645347860249	55.5016683422019	321.514677446373	754.20239147483	97.78	UP_pEhEx_DOWN_EhMyb10
EHI_057550A	445.002473454476	1.66084489483246	0.449617571229023	3.69390566808268	0.00022083575336291	0.0241972889756217	508	777	341	156	539.14777810643	813.675401922469	243.636677798252	183.550035990754	97.58	DOWN_pEhEx_UP_EhMyb10
EHI_095830A	190.282910597348	-2.29138325014476	0.629007217749885	-3.64285684724193	0.000269628804767514	0.0288565525474442	94	28	384	304	99.7635652401661	29.3216361053142	274.359191420905	357.687249623008	97.11	UP_pEhEx_DOWN_EhMyb10
EHI_117270A	223.647962168442	3.1276628926799	0.878246112374619	3.56126016228328	0.000369079152092192	0.0377444946206282	331	432	119	5	351.295107388244	452.390957053419	85.022770258041	5.88301397406263	96.23	DOWN_pEhEx_UP_EhMyb10
EHI_138470A	478.998629909983	-2.10543360078023	0.590979788071758	-3.56261524213851	0.000367178636697664	0.0377444946206282	206	136	574	973	218.6307919093	142.419375368669	410.109833009374	1144.83451935259	96.23	UP_pEhEx_DOWN_EhMyb10
EHI_058090A	2095.3110434364	-1.58378031539234	0.44667345920283	-3.54572290509243	0.00039153768587493	0.0391707919651398	1023	965	3209	3393	1085.72475787968	1010.54924434386	2292.75688872314	3992.2132827989	96.08	UP_pEhEx_DOWN_EhMyb10
EHI_058320A	51.7254045982694	-2.35096637199193	0.666814815059903	-3.52566607534168	0.000422419227869453	0.0413611337586218	18	14	76	101	19.103661428968	14.6608180526571	54.3002566353875	118.836882276065	95.86	UP_pEhEx_DOWN_EhMyb10
EHI_118230A	100.624898245102	-2.10380038185454	0.599472744616029	-3.50941790223017	0.000449088677033044	0.0430563769105431	26	46	151	186	27.5941776196204	48.1712593158733	107.886036209783	218.84811983513	95.69	UP_pEhEx_DOWN_EhMyb10
EHI_038300A	56.4926372665086	-2.25773388667403	0.650389151016103	-3.47135846769088	0.000517832225162918	0.0467267431411715	27	10	138	75	28.655492143452	10.4720128947551	98.5978344168878	88.2452096109395	95.33	UP_pEhEx_DOWN_EhMyb10
EHI_056690A	171.638826969234	-1.90260703781996	0.547389457882478	-3.4757831200842	0.00050936402794268	0.0467267431411715	93	44	312	271	98.7022507163345	46.0768567369223	222.916843029486	318.859357394195	95.33	UP_pEhEx_DOWN_EhMyb10
EHI_118670A	97.4268567189134	-2.01743061150434	0.580701337613606	-3.47412771562569	0.000512517023519373	0.0467267431411715	37	36	138	182	39.2686373817675	37.6992464211183	98.5978344168878	214.14170865588	95.33	UP_pEhEx_DOWN_EhMyb10
EHI_010020A	584.519725565895	-2.21123029172273	0.640610062496902	-3.45175703782115	0.000556948992682425	0.0492899858523946	246	147	610	1264	261.083372862562	153.9385895529	435.831007205084	1487.22593264303	95.07	UP_pEhEx_DOWN_EhMyb10
EHI_049690A	2285.59393617331	-1.45779423609143	0.424864519573385	-3.43119787351325	0.000600922095421534	0.0505726717683507	1410	901	4559	2928	1496.45347860249	943.528361817432	3257.30092106226	3445.09298321108	94.94	UP_pEhEx_DOWN_EhMyb10
EHI_120950A	21.7846221131303	-2.85527458635806	0.832531991710143	-3.42962746751978	0.000604410462246694	0.0505726717683507	4	6	43	39	4.24525809532622	6.28320773685304	30.7225136226535	45.8875089976885	94.94	UP_pEhEx_DOWN_EhMyb10
EHI_148190A	1218.05968738109	-1.80597402507296	0.52651460710846	-3.43005493236191	0.000603459065918861	0.0505726717683507	626	400	1695	2191	664.382891918553	418.880515790203	1211.03861838134	2577.93672343425	94.94	UP_pEhEx_DOWN_EhMyb10
EHI_141800A	1096.13953414575	-1.70886347451512	0.500379989981809	-3.41513151750382	0.000637512217986246	0.0523898433423697	640	332	1890	1706	679.241295252195	347.670828105868	1350.36164527477	2007.28436795017	94.76	UP_pEhEx_DOWN_EhMyb10
EHI_000130A	188.899658857076	-1.96289197376101	0.579699616811747	-3.3860501487936	0.000709064246353501	0.0554887436452963	78	68	236	368	82.7825328588612	71.2096876843345	168.616586394098	432.98982849101	94.45	UP_pEhEx_DOWN_EhMyb10
EHI_012420A	53.9144693178257	-1.99701124613951	0.588761057108293	-3.39188745931643	0.000694129444280638	0.0554887436452963	15	26	113	78	15.9197178574733	27.2272335263632	80.7359078920893	91.7750179953771	94.45	UP_pEhEx_DOWN_EhMyb10
EHI_179850A	7.84782589179047	-6.32363490413663	1.87060245981839	-3.38053383333548	0.000723451677252885	0.0554887436452963	0	0	11	20	0	0	7.85924767091135	23.5320558962505	94.45	UP_pEhEx_DOWN_EhMyb10
EHI_202460A	580.277351137739	-1.94826807701831	0.575970921507928	-3.38258062042025	0.000718081975344407	0.0554887436452963	292	160	764	1103	309.903840958814	167.552206316081	545.860474597843	1297.79288267822	94.45	UP_pEhEx_DOWN_EhMyb10
EHI_126210A	117.583110735988	-1.8417501299314	0.546487578314074	-3.37015918204992	0.000751247728419641	0.0566760991178227	62	35	202	190	65.8015004775564	36.6520451316427	144.324366320372	223.55453101438	94.33	UP_pEhEx_DOWN_EhMyb10
EHI_033240A	7.43814375963219	-6.24780145907433	1.86710405141665	-3.34625242462189	0.000819117904359373	0.0598346126327275	0	0	12	18	0	0	8.57372473190329	21.1788503066255	94.02	UP_pEhEx_DOWN_EhMyb10
EHI_103370A	59.0921008813815	-2.03070684510628	0.60609573740722	-3.3504720785421	0.00080673942123375	0.0598346126327275	30	14	134	80	31.8394357149466	14.6608180526571	95.7399261729201	94.1282235850021	94.02	UP_pEhEx_DOWN_EhMyb10
EHI_157010A	1170.64919505688	1.68536541440792	0.507007873680671	3.32414051516174	0.000886914959492839	0.063774728806032	1039	2358	787	466	1102.70579026098	2469.30064058325	562.293447000657	548.296902382637	93.62	DOWN_pEhEx_UP_EhMyb10
EHI_050000A	35.8449603657156	-2.70981044326872	0.817998285373531	-3.31273364715099	0.000923889201421438	0.0654113554606378	4	14	54	73	4.24525809532622	14.6608180526571	38.5817612935648	85.8920040213144	93.46	UP_pEhEx_DOWN_EhMyb10
EHI_188170A	329.474884480558	-1.664321793647	0.503835537865437	-3.30330369449149	0.000955528440064753	0.0666263921390605	116	184	510	542	123.11248476446	192.685037263493	364.38330110589	637.718714788389	93.34	UP_pEhEx_DOWN_EhMyb10
EHI_073540A	42.9058786127545	2.70547553193134	0.826759196626731	3.27238637679505	0.00106643727648254	0.0732499156175025	28	114	20	7	29.7168066672835	119.380947000208	14.2895412198388	8.23621956368769	92.68	DOWN_pEhEx_UP_EhMyb10
EHI_069280A	75.0261299439426	-1.75350178793094	0.536835736118741	-3.26636561233526	0.00108937500529582	0.0737250555054615	40	25	156	102	42.4525809532622	26.1800322368877	111.458421514743	120.013485070878	92.63	UP_pEhEx_DOWN_EhMyb10
EHI_157360A	61.8952362663379	-1.91656957158624	0.590105399565302	-3.24784279723261	0.00116283497319187	0.0775560369076667	25	24	98	107	26.5328630957889	25.1328309474122	70.0187519772102	125.89649904494	92.24	UP_pEhEx_DOWN_EhMyb10
EHI_196370A	31.0971081965129	-2.56106705107627	0.793677724701176	-3.226834987766	0.00125167621198152	0.082288770393414	7	10	42	65	7.42920166682088	10.4720128947551	30.0080365616615	76.4791816628142	91.77	UP_pEhEx_DOWN_EhMyb10
EHI_069950A	38.3243509535686	-2.12448546909602	0.661163299923498	-3.21325377458465	0.00131240272996595	0.0845716412900587	15	12	66	66	15.9197178574733	12.5664154737061	47.1554860254681	77.6557844576268	91.54	UP_pEhEx_DOWN_EhMyb10
EHI_195110A	611.151329975218	12.82306095417	3.9935911901685	3.21090976606171	0.00132315475290835	0.0845716412900587	31	2303	0	0	32.9007502387782	2411.70456966209	0	0	91.54	DOWN_pEhEx_UP_EhMyb10
EHI_180390A	89.2900424894554	-3.41185243659998	1.06789944002373	-3.19491921123601	0.0013986998793781	0.0881755732177809	17	12	19	266	18.0423469051364	12.5664154737061	13.5750641588469	312.976343420132	91.18	UP_pEhEx_DOWN_EhMyb10
EHI_103510A	1979.38781336303	-2.10671523560835	0.660269352635125	-3.19069062830264	0.00141933173109174	0.0882670895470835	1076	334	2698	3823	1141.97442764275	349.765230684819	1927.65911055626	4498.15248456829	91.17	UP_pEhEx_DOWN_EhMyb10
EHI_044820A	157.312692209467	-1.66106219068561	0.527107460599911	-3.15127808814379	0.00162557636922702	0.09974536601577	84	59	238	262	89.1504200018505	61.7848760790549	170.045540516082	308.269932240882	90.03	UP_pEhEx_DOWN_EhMyb10
EHI_182550A	147.50960207368	-1.88183931053088	0.598301494433436	-3.14530270781438	0.00165915059621302	0.100465934786478	81	38	220	261	85.9664764303559	39.7936490000693	157.184953418227	307.093329446069	89.95	UP_pEhEx_DOWN_EhMyb10
EHI_156380A	12.8735070054315	-3.47721738932215	1.10841093803783	-3.13711933904019	0.00170616665492074	0.101971155142146	2	2	25	25	2.12262904766311	2.09440257895101	17.8619265247985	29.4150698703132	89.8	UP_pEhEx_DOWN_EhMyb10
EHI_032670A	20.144336578363	-3.29398398814346	1.0588135072284	-3.11101432467172	0.00186445894618003	0.104637074028299	6	1	25	47	6.36788714298932	1.04720128947551	17.8619265247985	55.3003313561888	89.54	UP_pEhEx_DOWN_EhMyb10
EHI_036560A	101.779100836703	-1.63370792273284	0.523433301801571	-3.12113867633162	0.00180153175740421	0.104637074028299	60	34	225	125	63.6788714298932	35.6048438421672	160.757338723187	147.075349351566	89.54	UP_pEhEx_DOWN_EhMyb10
EHI_119540A	2517.72420429616	-1.74085419611453	0.558004685601288	-3.11978419005324	0.0018098358383013	0.104637074028299	1523	671	3831	4262	1616.38201979546	702.672065238065	2737.16162066013	5014.68111149099	89.54	UP_pEhEx_DOWN_EhMyb10
EHI_156660A	6509.1759625089	-1.18733104274505	0.381124130882617	-3.1153394564532	0.00183733334066225	0.104637074028299	3295	4247	12553	7754	3497.03135602497	4447.46387640248	8968.83054663183	9123.37807097633	89.54	UP_pEhEx_DOWN_EhMyb10
EHI_177520A	1407.00733199238	-1.81954865259663	0.584710614612698	-3.11187894853229	0.00185900710490288	0.104637074028299	839	336	2107	2448	890.442885494674	351.85963326377	1505.40316751002	2880.32364170107	89.54	UP_pEhEx_DOWN_EhMyb10
EHI_001940A	804.319118626501	-1.58268729061111	0.513152960293505	-3.08424078798234	0.00204072355904196	0.113149515888086	505	257	1316	1251	535.963834534935	269.130731395205	940.251812265394	1471.93009631047	88.69	UP_pEhEx_DOWN_EhMyb10
EHI_166800A	43.896805525141	2.48953909948038	0.816722273871942	3.048207670005	0.00230210775248761	0.124638822081741	26	116	19	11	27.5941776196204	121.475349579159	13.5750641588469	12.9426307429378	87.54	DOWN_pEhEx_UP_EhMyb10
EHI_201200A	194.722626428853	-1.41632365962333	0.464388822404846	-3.0498659556207	0.00228943522524514	0.124638822081741	112	89	324	285	118.867226669134	93.2009147633201	231.490567761389	335.33179652157	87.54	UP_pEhEx_DOWN_EhMyb10
EHI_180000A	30.7791021360607	-2.17984304607804	0.718235837069915	-3.03499621373786	0.00240538706599913	0.128716177648	13	8	54	53	13.7970888098102	8.37761031580406	38.5817612935648	62.3599481250639	87.13	UP_pEhEx_DOWN_EhMyb10
EHI_083270A	2529.61525642623	-2.04023432307351	0.674949177199004	-3.02279696308447	0.00250450217276219	0.129502460663501	1538	331	5365	3660	1632.30173765293	346.623626816393	3833.16943222176	4306.36622901385	87.05	UP_pEhEx_DOWN_EhMyb10
EHI_083410A	2529.61525642623	-2.04023432307351	0.674949177199004	-3.02279696308447	0.00250450217276219	0.129502460663501	1538	331	5365	3660	1632.30173765293	346.623626816393	3833.16943222176	4306.36622901385	87.05	UP_pEhEx_DOWN_EhMyb10
EHI_109930A	12.712862922955	3.95527963787996	1.30591055140235	3.02875233960901	0.00245565901576596	0.129502460663501	14	31	0	3	14.8584033336418	32.4632399737407	0	3.52980838443758	87.05	DOWN_pEhEx_UP_EhMyb10
EHI_005070A	103.018377593673	-1.51625515547941	0.504692461859704	-3.00431504344701	0.00266179543686786	0.13610647333851	56	45	174	154	59.433613334567	47.1240580263978	124.319008612598	181.196830401129	86.39	UP_pEhEx_DOWN_EhMyb10
EHI_135060A	1228.53602457063	-1.88609356865801	0.632546525353425	-2.98174678550986	0.00286608944662651	0.14371339813698	748	241	1817	2184	793.863263826003	252.375510763597	1298.20481982236	2569.70050387056	85.63	UP_pEhEx_DOWN_EhMyb10
EHI_186950A	205.339342092305	-1.29774714161522	0.435338455225311	-2.981007365737	0.00287301882412041	0.14371339813698	125	100	376	268	132.664315478944	104.720128947551	268.64337493297	315.329549009757	85.63	UP_pEhEx_DOWN_EhMyb10
EHI_046600A	80.3069690590951	-1.90255615909671	0.639838359585953	-2.97349499384169	0.00294429209481841	0.145694970111337	45	19	126	139	47.7591535724199	19.8968245000346	90.0241096849846	163.547788478941	85.43	UP_pEhEx_DOWN_EhMyb10
EHI_032780A	48.9945107793947	-2.10223472114726	0.708872588790429	-2.96560306378099	0.00302090106883281	0.147895603391155	13	22	63	97	13.7970888098102	23.0384283684612	45.0120548424923	114.130471096815	85.21	UP_pEhEx_DOWN_EhMyb10
EHI_163670A	2671.75166742989	-1.44245812760583	0.48798339666535	-2.95595739007294	0.00311700149504634	0.150994114528455	1530	1194	3643	4428	1623.81122146228	1250.35833963376	2602.83993319364	5209.99717542987	84.9	UP_pEhEx_DOWN_EhMyb10
EHI_023400A	2030.55156652275	1.86743021289142	0.634431261405553	2.94347130491996	0.00324553908880159	0.155583030069426	1590	4477	1723	438	1687.49009289217	4688.32017298184	1231.04397608911	515.352024127887	84.44	DOWN_pEhEx_UP_EhMyb10
EHI_146540A	20.670438747757	2.26859121848967	0.774298988233059	2.92986462976862	0.00339109697570084	0.160884827651291	29	36	10	6	30.7781211911151	37.6992464211183	7.14477060991941	7.05961676887516	83.91	DOWN_pEhEx_UP_EhMyb10
EHI_009490A	86.0674617133768	-1.86714033924401	0.642970999773135	-2.90392621113987	0.00368515001591019	0.173051636461415	53	17	174	124	56.2496697630724	17.8024219210836	124.319008612598	145.898746556753	82.69	UP_pEhEx_DOWN_EhMyb10
EHI_050640A	23.0280167052538	2.76344110166001	0.953562165852691	2.89801881892923	0.00375528056038161	0.174563647867436	18	58	4	8	19.103661428968	60.7376747895794	2.85790824396776	9.41282235850021	82.54	DOWN_pEhEx_UP_EhMyb10
EHI_116040A	13.6458713643881	-2.92265649311594	1.00983463738064	-2.89419315294718	0.0038013424563025	0.174937779839041	4	2	28	24	4.24525809532622	2.09440257895101	20.0053577077743	28.2384670755006	82.51	UP_pEhEx_DOWN_EhMyb10
EHI_112830A	1326.26662754116	1.1449742989872	0.396705363202762	2.88620826737344	0.00389914042821864	0.177661824263982	1697	1768	984	807	1801.05074694215	1851.4518797927	703.04542801607	949.518455413709	82.23	DOWN_pEhEx_UP_EhMyb10
EHI_035510A	89.7799738965141	-1.3902925181721	0.483702838816404	-2.87426991657537	0.00404962711382034	0.181624552711561	45	49	168	119	47.7591535724199	51.3128631842998	120.032146246646	140.015732582691	81.84	UP_pEhEx_DOWN_EhMyb10
EHI_104360A	741.239292272941	-1.44088266378747	0.501513285704461	-2.87306977673285	0.00406504322670379	0.181624552711561	433	323	1006	1231	459.549188819063	338.246016500589	718.763923357893	1448.39804041422	81.84	UP_pEhEx_DOWN_EhMyb10
EHI_045280A	42.2068615727128	-1.73142517464854	0.608625704625936	-2.84481112363252	0.00444377644817245	0.196293280571071	16	21	78	63	16.9810323813049	21.9912270789856	55.7292107573714	74.1259760731892	80.37	UP_pEhEx_DOWN_EhMyb10
EHI_176820A	929.867163782172	-1.50554461864379	0.529688759382906	-2.84231936580601	0.00447866024771023	0.196293280571071	427	492	1125	1655	453.181301676074	515.223034421949	803.786693615933	1947.27762541473	80.37	UP_pEhEx_DOWN_EhMyb10
EHI_005030A	10.5313633318796	-3.60513246361055	1.28360182267719	-2.80860653196283	0.00497564171649172	0.202636311321194	2	1	15	24	2.12262904766311	1.04720128947551	10.7171559148791	28.2384670755006	79.74	UP_pEhEx_DOWN_EhMyb10
EHI_044610A	14.3844469496032	-3.00376716785838	1.06763138793305	-2.81348712843084	0.00490073481153593	0.202636311321194	2	4	19	32	2.12262904766311	4.18880515790203	13.5750641588469	37.6512894340009	79.74	UP_pEhEx_DOWN_EhMyb10
EHI_076020A	464.846377480531	-1.53561598168131	0.54614911031548	-2.81171561516281	0.00492780507203331	0.202636311321194	316	135	789	696	335.375389530771	141.372174079193	563.722401122641	818.915545189519	79.74	UP_pEhEx_DOWN_EhMyb10
EHI_079890A	56.3142090653002	-1.63067721298838	0.576775657775335	-2.82722960132891	0.00469526497447915	0.202636311321194	25	27	92	89	26.5328630957889	28.2744348158387	65.7318896112586	104.717648738315	79.74	UP_pEhEx_DOWN_EhMyb10
EHI_105140A	7114.87473999296	-1.65971872223219	0.5899663619476	-2.81324297329956	0.00490445770439736	0.202636311321194	4781	1688	11325	11496	5074.14473843866	1767.67577663466	8091.45271573373	13526.2257291648	79.74	UP_pEhEx_DOWN_EhMyb10
EHI_134600A	10.5313633318796	-3.60513246361055	1.28360182267719	-2.80860653196283	0.00497564171649172	0.202636311321194	2	1	15	24	2.12262904766311	1.04720128947551	10.7171559148791	28.2384670755006	79.74	UP_pEhEx_DOWN_EhMyb10
EHI_161170A	777.013849051851	1.21113282040653	0.42876740282044	2.82468492809779	0.00473271288166688	0.202636311321194	802	1260	678	385	851.174248112906	1319.47362473914	484.415447352536	452.992076002823	79.74	DOWN_pEhEx_UP_EhMyb10
