baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	EhMyb10_1	EhMyb10_2	EhMyb10_3	pEhEx_1	pEhEx_2	pEhEx_3	EhMyb10_1.1	EhMyb10_2.1	EhMyb10_3.1	pEhEx_1.1	pEhEx_2.1	pEhEx_3.1	Certeza	DE
EHI_195110A	353.798761320541	13.1969325775643	3.84497310227534	3.43225615018079	0.000598581907844999	0.097840933664119	31	2303	0	0	0	41	27.7919185314096	2072.49148469934	0	0	0	22.5091646924944	90.22	DOWN_pEhEx_UP_EhMyb10
EHI_087760A	183.531094644741	2.03029478912355	0.594479771232433	3.41524621588804	0.000637243808869474	0.0996316842041143	22	20	295	16	4	228	19.7232970222907	17.9981891854046	925.077886769439	9.45821619127549	3.75606284909139	125.172915850945	90.04	DOWN_pEhEx_UP_EhMyb10
EHI_049530A	104.04910818753	2.90448609845358	0.86671226604105	3.3511537937736	0.000804755952494656	0.120579266882116	3	10	178	0	3	94	2.68954050303963	8.99909459270232	558.182589304949	0	2.81704713681854	51.6063775876702	87.94	DOWN_pEhEx_UP_EhMyb10
EHI_073540A	24.8706323089112	2.98825141721445	0.899416755529098	3.32243245285837	0.000892362739524283	0.128357456453173	28	114	1	20	7	0	25.1023780283699	102.589678356806	3.13585724328623	11.8227702390944	6.57310998590994	0	87.16	DOWN_pEhEx_UP_EhMyb10
EHI_009490A	59.0048753293087	-2.55431203870914	0.773171209848429	-3.30368229723644	0.000954239057839232	0.131978601999611	53	17	0	174	124	131	47.5152155537002	15.2984608075939	0	102.858101080121	116.437948321833	71.9195262126042	86.8	UP_pEhEx_DOWN_EhMyb10
EHI_007510A	21879.5129218084	1.46529820059095	0.454264780283819	3.22564782520769	0.00125687909931278	0.149903672551082	35225	64615	1213	37214	15620	1967	31579.6880731904	58147.649710746	3803.7948361062	21998.6285838829	14667.4254257019	1079.89090122284	85.01	DOWN_pEhEx_UP_EhMyb10
EHI_007620A	5377.87782554122	1.48468399175264	0.45623327637711	3.25422118163394	0.00113703714045204	0.149903672551082	8495	15845	404	8869	3753	653	7615.88219110723	14259.0653821368	1266.88632628764	5242.8074625264	3524.12596816	358.499623029241	85.01	DOWN_pEhEx_UP_EhMyb10
EHI_036560A	70.0692479224592	-2.39589664529902	0.746717443379822	-3.20857195253752	0.00133395926630551	0.149903672551082	60	34	0	225	125	156	53.7908100607927	30.5969216151879	0	133.006165189812	117.376964034106	85.6446266348569	85.01	UP_pEhEx_DOWN_EhMyb10
EHI_098440A	609.482303733261	1.93599466110804	0.599007460996161	3.23200425231506	0.00122925226816663	0.149903672551082	763	1934	85	726	540	54	684.03980127308	1740.42489422863	266.54786567933	429.166559679125	507.068484627338	29.6462169120658	85.01	DOWN_pEhEx_UP_EhMyb10
EHI_100350A	22.031187507204	-2.91335815090977	0.900716602598086	-3.23448923058184	0.00121860516313707	0.149903672551082	3	14	0	41	56	73	2.68954050303963	12.5987324297832	0	24.2366789901434	52.5848798872795	40.0772932329779	85.01	UP_pEhEx_DOWN_EhMyb10
EHI_172280A	69.6337186538848	-2.51493294769445	0.782346852778116	-3.21460096473055	0.00130625968149184	0.149903672551082	17	12	14	135	227	100	15.2407295172246	10.7989135112428	43.9020014060073	79.803699113887	213.156566685936	54.9004016890108	85.01	UP_pEhEx_DOWN_EhMyb10
EHI_027570A	13181.7405714338	1.40913894560497	0.447035576415508	3.15218523971616	0.00162053432165899	0.160083381735403	8012	9000	14852	6686	4080	17215	7182.86617011785	8099.18513343209	46573.7517772871	3952.35209092925	3831.18410607322	9451.10415076321	83.99	DOWN_pEhEx_UP_EhMyb10
EHI_134810A	550.388655643955	-1.43742061103308	0.454233621799063	-3.16449629012478	0.00155351642644909	0.160083381735403	316	196	151	1181	923	1465	283.298266320175	176.382254016966	473.514443736221	698.134582618522	866.711502427839	804.290884744009	83.99	UP_pEhEx_DOWN_EhMyb10
EHI_153540A	13181.7405714338	1.40913894560497	0.447035576415508	3.15218523971616	0.00162053432165899	0.160083381735403	8012	9000	14852	6686	4080	17215	7182.86617011785	8099.18513343209	46573.7517772871	3952.35209092925	3831.18410607322	9451.10415076321	83.99	DOWN_pEhEx_UP_EhMyb10
EHI_177460A	43.8329152266866	-2.21401040950747	0.703434605678165	-3.14742890332072	0.00164713156958007	0.160083381735403	39	21	0	181	62	80	34.9640265395153	18.8980986446749	0	106.996070663804	58.2189741609166	43.9203213512087	83.99	UP_pEhEx_DOWN_EhMyb10
EHI_194060A	111.928955356633	2.05498844079866	0.649566359223628	3.1636312620235	0.00155814070852555	0.160083381735403	8	8	182	5	3	147	7.17210800810569	7.19927567416186	570.726018278094	2.95569255977359	2.81704713681854	80.7035904828459	83.99	DOWN_pEhEx_UP_EhMyb10
EHI_000250A	649.502747059292	1.28092419468074	0.424347082046536	3.01857665310933	0.00253965145291072	0.165656161226574	461	685	588	438	278	917	413.292723967091	616.437979600109	1843.88405905231	258.918668236167	261.046368011852	503.436683488229	83.43	DOWN_pEhEx_UP_EhMyb10
EHI_004530A	74.9479334111541	1.6402780971601	0.53672927916201	3.05606226610377	0.00224264677711326	0.165656161226574	138	170	14	109	63	10	123.718863139823	152.984608075939	43.9020014060073	64.4340978030643	59.1579898731894	5.49004016890108	83.43	DOWN_pEhEx_UP_EhMyb10
EHI_008040A	31.1807919480414	-1.72509335470386	0.568331465212925	-3.03536485360274	0.00240244865649669	0.165656161226574	9	18	6	53	51	118	8.0686215091189	16.1983702668642	18.8151434597174	31.3303411336001	47.8898013259153	64.7824739930328	83.43	UP_pEhEx_DOWN_EhMyb10
EHI_025390A	63.1049242669072	1.8298609355535	0.605457328836842	3.02227894254561	0.00250879246903581	0.165656161226574	44	44	76	31	20	44	39.4465940445813	39.5960162078902	238.325150489754	18.3252938705963	18.780314245457	24.1561767431648	83.43	DOWN_pEhEx_UP_EhMyb10
EHI_058320A	54.9680478168834	-1.81420715150405	0.58758070026311	-3.08758805503938	0.00201787979422128	0.165656161226574	18	14	18	76	101	191	16.1372430182378	12.5987324297832	56.4454303791522	44.9265269085586	94.8405869395577	104.859767226011	83.43	UP_pEhEx_DOWN_EhMyb10
EHI_069200A	312.900028058939	2.51991099631561	0.838466705171993	3.00537991642579	0.00265249310004238	0.165656161226574	9	31	544	15	1	229	8.0686215091189	27.8971932373772	1705.90634034771	8.86707767932077	0.939015712272848	125.721919867835	83.43	DOWN_pEhEx_UP_EhMyb10
EHI_098800A	336.036949354685	-1.13526027034264	0.375796058963194	-3.02094778075847	0.00251984813394488	0.165656161226574	258	271	51	699	580	771	231.300483261409	243.875463462233	159.928719407598	413.205819856348	544.629113118252	423.282097022273	83.43	UP_pEhEx_DOWN_EhMyb10
EHI_101730A	34.2459486431694	2.68397848528395	0.878185267086332	3.05627819763924	0.00224103218588935	0.165656161226574	14	36	44	14	0	26	12.551189014185	32.3967405337284	137.977718704594	8.27593916736606	0	14.2741044391428	83.43	DOWN_pEhEx_UP_EhMyb10
EHI_103370A	46.1585119870878	-1.66825756847738	0.547075822693208	-3.04940832564067	0.00229292600916115	0.165656161226574	30	14	9	134	80	100	26.8954050303963	12.5987324297832	28.2227151895761	79.2125606019323	75.1212569818278	54.9004016890108	83.43	UP_pEhEx_DOWN_EhMyb10
EHI_105280A	47.3822956046669	-2.32779956832311	0.770338629219853	-3.02178740624827	0.00251286963553899	0.165656161226574	49	14	0	136	109	82	43.9291615496474	12.5987324297832	0	80.3948376258417	102.35271263774	45.0183293849889	83.43	UP_pEhEx_DOWN_EhMyb10
EHI_105860A	925.298027223138	1.93377220182282	0.642653957545037	3.00904114744723	0.0026207361924846	0.165656161226574	25	67	1518	36	9	1237	22.4128375253303	60.2939337711056	4760.2312953085	21.2809864303699	8.45114141045563	679.117968893064	83.43	DOWN_pEhEx_UP_EhMyb10
EHI_127960A	63.4887072820086	2.36676826023517	0.766628709503152	3.08724188240884	0.0020202313583142	0.165656161226574	7	11	107	5	4	41	6.27559450709248	9.89900405197255	335.536725031627	2.95569255977359	3.75606284909139	22.5091646924944	83.43	DOWN_pEhEx_UP_EhMyb10
EHI_140380A	35.389213871342	1.48627572096314	0.484987109546861	3.06456747345681	0.00217984997218211	0.165656161226574	66	80	8	46	22	15	59.169891066872	71.9927567416186	25.0868579462899	27.192371549917	20.6583456700027	8.23506025335162	83.43	DOWN_pEhEx_UP_EhMyb10
EHI_140540A	5391.37755905237	-1.28927798638893	0.429306382771562	-3.00316519420342	0.00267187356817054	0.165656161226574	4936	2512	872	12921	8262	13719	4425.19064100121	2260.57256168682	2734.4675161456	7638.10071296692	7758.14781479827	7531.7861077154	83.43	UP_pEhEx_DOWN_EhMyb10
EHI_142260A	166.132333505547	2.19563549216734	0.731095588783394	3.00321261111842	0.00267145728273998	0.165656161226574	7	12	286	5	5	137	6.27559450709248	10.7989135112428	896.855171579863	2.95569255977359	4.69507856136424	75.2135503139448	83.43	DOWN_pEhEx_UP_EhMyb10
EHI_146960A	40.697770991251	2.22018916359186	0.726894435913749	3.05434882136765	0.00225549660347299	0.165656161226574	6	13	58	5	0	77	5.37908100607927	11.698822970513	181.879720110602	2.95569255977359	0	42.2733093005383	83.43	DOWN_pEhEx_UP_EhMyb10
EHI_160980A	9033.75299827276	-1.19417866427026	0.393035085735238	-3.03835130147821	0.00237876469307895	0.165656161226574	10003	7955	515	23229	18708	9403	8967.82455063516	7158.7797484947	1614.96648029241	13731.5564941962	17567.1059452004	5162.28477081769	83.43	UP_pEhEx_DOWN_EhMyb10
EHI_168450A	23.9946896414097	2.87255152198622	0.950224742843315	3.02302328330329	0.00250262987439015	0.165656161226574	10	2	35	0	1	41	8.96513501013212	1.79981891854046	109.755003515018	0	0.939015712272848	22.5091646924944	83.43	DOWN_pEhEx_UP_EhMyb10
EHI_169600A	335.190971744914	1.76464686846928	0.578472794713574	3.05052698172787	0.00228440153740082	0.165656161226574	11	32	501	12	6	708	9.86164851114533	28.7971026966474	1571.0644788864	7.09366214345662	5.63409427363709	388.694843958197	83.43	DOWN_pEhEx_UP_EhMyb10
EHI_186950A	169.882300988645	-1.14760764325519	0.378410447024567	-3.0327060266935	0.00242371585333768	0.165656161226574	125	100	37	376	268	414	112.064187626651	89.9909459270232	116.026718001591	222.268080494974	251.656210889123	227.287662992505	83.43	UP_pEhEx_DOWN_EhMyb10
EHI_201200A	157.737125332577	-1.24957857497888	0.404977951460726	-3.08554717725186	0.00203177988797465	0.165656161226574	112	89	32	324	285	376	100.40951211348	80.0919418750507	100.347431785159	191.528877873329	267.619477997762	206.425510350681	83.43	UP_pEhEx_DOWN_EhMyb10
EHI_038300A	44.3558921668834	-1.80177771227437	0.602866845816934	-2.98868269963131	0.00280182933359197	0.170769123450792	27	10	9	138	75	96	24.2058645273567	8.99909459270232	28.2227151895761	81.5771146497511	70.4261784204636	52.7043856214504	82.92	UP_pEhEx_DOWN_EhMyb10
EHI_004860A	260.558975751901	-1.17334682453671	0.397113202261329	-2.95469104994541	0.00312982301199454	0.187580725852206	263	203	25	709	431	442	235.783050766475	182.681620231857	78.3964310821558	419.117204975895	404.715771989597	242.659775465428	81.24	UP_pEhEx_DOWN_EhMyb10
EHI_062540A	72.8630196963723	1.96727356126141	0.667717692685824	2.94626543943783	0.00321636257795991	0.189381424698976	5	12	101	2	2	186	4.48256750506606	10.7989135112428	316.72158157191	1.18227702390944	1.8780314245457	102.11474714156	81.06	DOWN_pEhEx_UP_EhMyb10
EHI_153650A	33.6220360237876	-1.74991487125396	0.594885066687295	-2.94160161222171	0.00326519697756855	0.189381424698976	25	13	3	70	49	129	22.4128375253303	11.698822970513	9.4075717298587	41.3796958368303	46.0117699013696	70.821518178824	81.06	UP_pEhEx_DOWN_EhMyb10
EHI_050740A	292.561870328369	-1.14543806238252	0.390231036886489	-2.93528180516228	0.00333244889114038	0.190214066865727	260	167	52	734	443	654	233.093510263435	150.284879698129	163.064576650884	433.895667774763	415.983960536872	359.048627046131	80.98	UP_pEhEx_DOWN_EhMyb10
EHI_011950A	1321.44844439643	1.35278798748383	0.467714578379286	2.89233658735095	0.00382388045031381	0.211548832297361	397	592	1720	424	227	2154	355.915859902245	532.746399887977	5393.67445845232	250.642729068801	213.156566685936	1182.55465238129	78.85	DOWN_pEhEx_UP_EhMyb10
EHI_163570A	101.632632707039	1.48955578492234	0.514887080732415	2.89297564585129	0.00381610885804736	0.211548832297361	19	28	140	19	8	200	17.033756519251	25.1974648595665	439.020014060073	11.2316317271396	7.51212569818278	109.800803378022	78.85	DOWN_pEhEx_UP_EhMyb10
EHI_088600A	110.081471135545	11.0425333846717	3.84379589375585	2.87281991289132	0.00406825948531233	0.219588388373026	526	0	10	0	0	287	471.566101532949	0	31.3585724328623	0	0	157.564152847461	78.04	DOWN_pEhEx_UP_EhMyb10
EHI_189960A	170.564055504011	2.07204880220268	0.722231505481727	2.86895377240658	0.00411831984762767	0.219588388373026	8	14	291	10	3	150	7.17210800810569	12.5987324297832	912.534457796294	5.91138511954718	2.81704713681854	82.3506025335163	78.04	DOWN_pEhEx_UP_EhMyb10
EHI_201710A	383.467014445711	1.05079330824881	0.366596745655655	2.86634652571581	0.00415239444086924	0.219588388373026	612	787	88	582	331	206	548.666262620085	708.228744445673	275.955437409189	344.042613957646	310.814200762313	113.094827479362	78.04	DOWN_pEhEx_UP_EhMyb10
EHI_115710A	149.210625192892	1.60498960102731	0.563891380275048	2.84627440171979	0.00442340596526949	0.227236683587273	26	36	220	29	9	226	23.3093510263435	32.3967405337284	689.888593522971	17.1430168466868	8.45114141045563	124.074907817164	77.28	DOWN_pEhEx_UP_EhMyb10
EHI_202460A	332.434088214365	-1.60939082843831	0.565069126741099	-2.8481308786415	0.00439768351728141	0.227236683587273	292	160	11	764	1103	122	261.781942295858	143.985513483237	34.4944296761486	451.629823133405	1035.73433063695	66.9784900605932	77.28	UP_pEhEx_DOWN_EhMyb10
EHI_124400A	347.489805093441	1.60193558211418	0.565458594492163	2.83298476266486	0.00461155841486166	0.233565690983698	20	35	546	24	10	546	17.9302700202642	31.4968310744581	1712.17805483428	14.1873242869132	9.39015712272848	299.756193221999	76.64	DOWN_pEhEx_UP_EhMyb10
EHI_016390A	278.598753520922	2.0015553831664	0.708689736624186	2.82430417674838	0.0047383392854986	0.236199076033321	12	24	480	15	7	216	10.7581620121585	21.5978270224856	1505.21147677739	8.86707767932077	6.57310998590994	118.584867648263	76.38	DOWN_pEhEx_UP_EhMyb10
EHI_145610A	190.848149711517	1.50542442196157	0.533744226330069	2.82049781093203	0.00479492006408022	0.236199076033321	269	545	22	238	203	24	241.162131772554	490.450655302277	68.9888593522971	140.690965845223	190.620189591388	13.1760964053626	76.38	DOWN_pEhEx_UP_EhMyb10
EHI_103310A	1105.39369340416	-1.88463627565475	0.669386118787631	-2.8154696112733	0.00487060030738393	0.23668484736963	1193	223	33	3240	3191	632	1069.54060670876	200.679809417262	103.483289028446	1915.28877873329	2996.39913786266	346.970538674548	76.33	UP_pEhEx_DOWN_EhMyb10
EHI_011800A	130.636806868323	1.63885838184703	0.586275105565746	2.79537433243998	0.00518396516933392	0.248553849985664	14	26	198	17	7	201	12.551189014185	23.397645941026	620.899734170674	10.0493547032302	6.57310998590994	110.349807394912	75.14	DOWN_pEhEx_UP_EhMyb10
EHI_069510A	62.1044960607639	1.6691404974575	0.600617453355167	2.77904094883249	0.005451965183458	0.257964036838355	9	24	79	8	4	158	8.0686215091189	21.5978270224856	247.732722219612	4.72910809563775	3.75606284909139	86.7426346686371	74.2	DOWN_pEhEx_UP_EhMyb10
EHI_086540A	29.485468572306	-1.5118061283989	0.545483560017077	-2.77149714347317	0.00557991618924573	0.260589332682177	24	13	4	81	46	73	21.5163240243171	11.698822970513	12.5434289731449	47.8822194683322	43.194722764551	40.0772932329779	73.94	UP_pEhEx_DOWN_EhMyb10
EHI_058110A	31.6066324226875	2.32219828465647	0.84257667002165	2.75606762835814	0.00585008999540397	0.262831131905384	18	55	30	26	12	6	16.1372430182378	49.4950202598628	94.075717298587	15.3696013108227	11.2681885472742	3.29402410134065	73.72	DOWN_pEhEx_UP_EhMyb10
EHI_068430A	69.6353895316424	1.96038934939463	0.711944329689763	2.75357112577733	0.00589489597134324	0.262831131905384	3	10	106	2	3	127	2.68954050303963	8.99909459270232	332.400867788341	1.18227702390944	2.81704713681854	69.7235101450438	73.72	DOWN_pEhEx_UP_EhMyb10
EHI_099860A	102.407203070128	-1.92129946667251	0.700118263826019	-2.74424988740182	0.00606493511516753	0.262831131905384	17	18	56	117	162	339	15.2407295172246	16.1983702668642	175.608005624029	69.163205898702	152.120545388201	186.112361725747	73.72	UP_pEhEx_DOWN_EhMyb10
EHI_126210A	91.0735834649859	-1.42227026399405	0.518754737454995	-2.741700771682	0.00611219942141972	0.262831131905384	62	35	20	202	190	180	55.5838370628191	31.4968310744581	62.7171448657247	119.409979414853	178.412985331841	98.8207230402195	73.72	UP_pEhEx_DOWN_EhMyb10
EHI_130730A	26.3357671441575	1.72087061881497	0.628709960124017	2.73714546923277	0.00619748812052554	0.262831131905384	7	12	34	5	3	52	6.27559450709248	10.7989135112428	106.619146271732	2.95569255977359	2.81704713681854	28.5482088782856	73.72	DOWN_pEhEx_UP_EhMyb10
EHI_181520A	50.7030658734599	1.74108184619421	0.632428283725446	2.7530107223194	0.00590499622221333	0.262831131905384	76	108	18	73	36	10	68.1350260770041	97.1902216011851	56.4454303791522	43.1531113726944	33.8045656418225	5.49004016890108	73.72	DOWN_pEhEx_UP_EhMyb10
EHI_184520A	177.534347206194	1.31930978413228	0.48053514346844	2.74550113985353	0.006041855758413	0.262831131905384	316	388	36	156	205	64	283.298266320175	349.16487019685	112.890860758304	92.2176078649361	192.498221015934	35.1362570809669	73.72	DOWN_pEhEx_UP_EhMyb10
EHI_199670A	73.9011239338384	1.23548993962213	0.451511485343515	2.73634221880791	0.00621263798997711	0.262831131905384	54	61	71	49	27	115	48.4117290547134	54.8944770154842	222.645864273323	28.9657870857812	25.3534242313669	63.1354619423625	73.72	DOWN_pEhEx_UP_EhMyb10
EHI_050670A	30.280455340733	1.41611511812885	0.519513420573376	2.72584896183417	0.00641363395926042	0.264833650208465	24	33	27	21	11	42	21.5163240243171	29.6970121559177	84.6681455687283	12.4139087510491	10.3291728350013	23.0581687093845	73.52	DOWN_pEhEx_UP_EhMyb10
EHI_117270A	179.578827502843	2.44051926864295	0.895780879216863	2.72446010544072	0.00644067109981122	0.264833650208465	331	432	65	119	5	206	296.745968835373	388.76088640474	203.830720813605	70.3454829226115	4.69507856136424	113.094827479362	73.52	DOWN_pEhEx_UP_EhMyb10
EHI_124880A	78.4745764697063	-1.61403713911767	0.592872306607781	-2.72240265083834	0.00648091246338845	0.264833650208465	47	57	6	124	122	311	42.1361345476209	51.2948391784032	18.8151434597174	73.3011754823851	114.559916897287	170.740249252824	73.52	UP_pEhEx_DOWN_EhMyb10
EHI_098190A	84.8512024303738	-1.35637559118079	0.502152288120012	-2.70112398822053	0.00691055710537915	0.279217565740937	74	59	8	170	138	245	66.3419990749777	53.0946580969437	25.0868579462899	100.493547032302	129.584168293653	134.505984138077	72.08	UP_pEhEx_DOWN_EhMyb10
EHI_131670A	285.863669608682	1.14956791042636	0.429099870744348	2.67902180541848	0.0073837585277337	0.293083652006914	416	712	48	459	237	104	372.949616421496	640.735535000405	150.521147677739	271.332576987216	222.546723808665	57.0964177565713	70.69	DOWN_pEhEx_UP_EhMyb10
EHI_151390A	332.87696493391	-0.962529654272755	0.359484312523627	-2.67752895116805	0.00741674425267775	0.293083652006914	255	235	73	673	398	1014	228.610942758369	211.478722928505	228.917578759895	397.836218545525	373.728253484593	556.69007312657	70.69	UP_pEhEx_DOWN_EhMyb10
EHI_005970A	20884.8016811946	1.11757597834838	0.419139782755087	2.66635624755621	0.00766783912787571	0.294180774760338	12216	16063	21093	12691	7773	34528	10951.8089283774	14455.2456442577	66144.6368326365	7502.13885521733	7298.96913149685	18956.0106951817	70.58	DOWN_pEhEx_UP_EhMyb10
EHI_132040A	405.419409493118	1.21514787205529	0.455898884046915	2.66538900308043	0.00768993126459169	0.294180774760338	336	668	255	387	173	618	301.228536340439	601.139518792515	799.643597037989	228.770604126476	162.449718223203	339.284482438087	70.58	DOWN_pEhEx_UP_EhMyb10
EHI_157360A	33.8276539915772	-1.72355955609768	0.646541414542378	-2.66581462119888	0.00768020300809565	0.294180774760338	25	24	0	98	107	1	22.4128375253303	21.5978270224856	0	57.9315741715624	100.474681213195	0.549004016890108	70.58	UP_pEhEx_DOWN_EhMyb10
EHI_097930A	56.381030578657	-1.65044586677722	0.620098500655444	-2.66158661088955	0.00777733293032467	0.294392518078395	55	24	4	103	113	160	49.3082425557266	21.5978270224856	12.5434289731449	60.887266731336	106.108775486832	87.8406427024173	70.56	UP_pEhEx_DOWN_EhMyb10
EHI_050400A	62.337563995801	2.15078059046542	0.809221217895394	2.65784008488943	0.00786431995300544	0.294584318239662	11	4	94	0	4	113	9.86164851114533	3.59963783708093	294.770580868906	0	3.75606284909139	62.0374539085822	70.54	DOWN_pEhEx_UP_EhMyb10
EHI_035190A	35.1688594270872	1.63448039940262	0.616813292759567	2.64987868871973	0.0080520677291651	0.298507583031729	11	26	38	6	6	90	9.86164851114533	23.397645941026	119.162575244877	3.54683107172831	5.63409427363709	49.4103615201097	70.15	DOWN_pEhEx_UP_EhMyb10
EHI_048440A	54.667603642896	-1.50872263254781	0.573925672242238	-2.6287770446885	0.00856925227750132	0.303871513829515	57	22	5	129	111	111	51.1012695577531	19.7980081039451	15.6792862164312	76.2568680421587	104.230744062286	60.939445874802	69.61	UP_pEhEx_DOWN_EhMyb10
